state,neigh,AFFGEOID,AFFGEOID.a,AFFGEOID.b,n_obs,sum_pernum,mean_pernum,p_move,mean_inc,sd_inc,q1_inc,q2_inc,q3_inc,mean_inc_nwage,mean_i_white,mean_i_black,mean_i_native,mean_i_asian,mean_i_hispanic,p_ownership,mean_rent,sd_rent,q1_rent,q2_rent,q3_rent,mean_valueh,sd_valueh,q1_valueh,q2_valueh,q3_valueh
IN,muni,0600000US1809577426,,,623,1520,2.43980738362761,0.700173310225303,609.720682302772,764.742474403507,0,156,1200,0.207188160676533,1,0,0,0,1,0.606109324758843,18.0916666666667,6.37659926066409,13,18,23,29135.0610079576,514893.339777525,1700,2700,3500
IN,muni,0600000US1809564116,,,6,13,2.16666666666667,1,440,453.725320724628,150,360,650,0.25,1,0,0,0,1,0.333333333333333,12,0,12,12,12,1500,0,1500,1500,1500
IN,muni,0600000US1809540752,,,1086,2885,2.65653775322284,0.833333333333333,541.762162162162,685.084840994119,0,0,1069,0.294117647058824,0.998158379373849,0.00184162062615101,0,0,1,0.605360443622921,13.8568019093079,7.69785406537838,10,13,16,597019.74351145,2367768.36567403,900,1500,2500
IN,muni,0600000US1809522648,,,1667,4015,2.40851829634073,0.575289575289575,415.13040181956,696.700212660263,0,0,703,0.31203007518797,1,0,0,0,1,0.573405535499398,17.6428571428571,5.71931875222713,15,18,21.25,86994.7995802728,912563.880143236,1800,2800,4000
IN,muni,0600000US1809529160,,,420,1135,2.70238095238095,0.627717391304348,274.111111111111,511.656769360292,0,0,332.25,0.116438356164384,1,0,0,0,1,0.689737470167064,54.8230769230769,190.522393458259,7,10,10,1070.69204152249,1075.46697155961,400,1000,1400
IN,muni,0600000US1809550382,,,5133,13564,2.64250925384765,0.612633832976445,454.084780092593,671.031254684866,0,0,820.75,0.247357293868922,0.997272550165595,0.00272744983440483,0,0,1,0.537828302626421,16.5296881674498,19.3337443222492,10,13,20,133320.203717201,1137832.54560224,1000,1600,3000
IN,muni,0600000US1809560156,,,10891,29636,2.72114590028464,0.62786239216104,402.0727532097,615.29859118191,0,20,700,0.230445980750983,1,0,0,0,1,0.548387096774194,48.5508386829571,389.963716571363,9,10,15,109569.369627507,1032904.63596686,700,1400,2400
IN,muni,0600000US1809578524,,,881,2357,2.67536889897843,0.498181818181818,277.601492537313,488.908452305935,0,0,419,0.188059701492537,1,0,0,0,1,0.681044267877412,34.9679715302491,195.459319038732,7,10,12,1052.68833333333,1190.66956284144,300,500,1500
IN,muni,0600000US1809711512,,,939,2685,2.8594249201278,0.491207502930832,620.042553191489,809.04235703527,0,105,1160,0.115677321156773,0.997870074547391,0,0,0.00212992545260916,1,0.503727369542066,18.8454935622318,6.56561186929581,15,18,20,3353.00211416491,1487.45270327733,2500,3500,4000
IN,muni,0600000US1809759058,,,3134,8656,2.76196553924697,0.581824393577041,611.402402402403,821.358878907321,0,0,1169,0.155260906757913,0.997766432673899,0.00223356732610083,0,0,1,0.613556055252168,19.9168744804655,8.71969138465535,14,20,25,19047.7612565445,395985.545450104,2000,3000,4000
IN,muni,0600000US1809725504,,,30,71,2.36666666666667,0.695652173913044,430.85,625.826466194483,0,0,1035.5,0.2,1,0,0,0,1,0.241379310344828,13.1363636363636,7.68607556401559,8,8,20,1231.42857142857,1892.99963524762,80,80,2150
IN,muni,1600000US1836003,,,273594,739685,2.70358633595766,0.672562624955898,585.541333770498,893.387008347558,0,0,1000,0.178382691134369,0.885834484674372,0.114055863798183,0,0.000109651527445777,1,0.402290551198596,51.5079060912911,300.567731818173,14,20,30,93173.9773574486,938351.033992954,2000,3500,5000
IN,muni,0600000US1809780144,,,652,1678,2.57361963190184,0.68678629690049,682.713347921225,943.875430201522,0,0,1248,0.181425485961123,0.97239263803681,0.0276073619631902,0,0,1,0.552995391705069,99.4425087108014,450.704587484639,22,30,36,365280.388888889,1867456.19565213,2575,4000,5000
IN,muni,0600000US1809780792,,,276,663,2.40217391304348,0.673076923076923,581.640692640693,1016.27097802293,0,0,948,0.222689075630252,1,0,0,0,1,0.788888888888889,25.8909090909091,23.1338078139563,15,16,24.5,6082.39436619718,8093.83619393843,1500,3000,7000
IN,muni,0600000US1809781800,,,2353,5860,2.49043773905652,0.663380281690141,808.451735357918,1009.9943056265,0,164,1500,0.178378378378378,0.994475138121547,0.00552486187845304,0,0,1,0.76828231292517,74.2643253234751,555.729395915152,25,35,40,5259.90758162701,3296.30476266278,4100,5000,6000
IN,muni,0600000US1809906778,,,133,311,2.33834586466165,0.5078125,190.621359223301,390.477664157603,0,0,137.5,0.413461538461538,1,0,0,0,1,0.593984962406015,9.63461538461539,2.32656311489755,8,10,12,2118.98734177215,969.777393088438,1200,2500,2700
IN,muni,0600000US1809911530,,,5515,14278,2.58893925657298,0.613207547169811,334.861761426979,622.325695477521,0,0,500,0.292992213570634,0.999818676337262,0.000181323662737987,0,0,1,0.534781814862151,49.0100361300683,306.916881563058,10,15,23,183679.789006487,1332805.52777133,1500,2500,3500
IN,muni,0600000US1809927450,,,2045,5788,2.83031784841076,0.488486842105263,294.764664804469,517.445695028967,0,0,403,0.28393351800554,0.998533007334963,0.00146699266503668,0,0,1,0.589276930644368,65.72,695.64680763364,8,12,15,302773.638564274,1707564.77278615,1200,2000,3000
IN,muni,0600000US1809977444,,,1451,4183,2.8828394210889,0.538922155688623,1252.34455958549,819.986910211606,681.25,1080,1600,0.222918531781558,0.949000689179876,0.0482425913163336,0.00275671950379049,0,1,0.564539007092199,31.5510563380282,149.824203389442,10,15,20,530667.105527638,2236307.32409457,1800,3000,4500
IN,muni,0600000US1809979820,,,1094,2721,2.4872029250457,0.544190665342602,286.290400972054,558.790816962715,0,0,400,0.30498177399757,1,0,0,0,1,0.583487940630798,26.8386363636364,130.657174946035,6,10,13,49468.173290938,689391.635633385,700,1500,2500
IN,muni,0600000US1810301018,,,81,216,2.66666666666667,0.368421052631579,201.839285714286,313.472676888823,0,0,366.75,0.285714285714286,1,0,0,0,1,0.679012345679012,6.03846153846154,2.00959238117125,5,6,6,364899.927272727,1888937.9179219,1200,1500,1550
IN,muni,0600000US1805364062,,,4,4,1,1,75,106.066017177982,37.5,75,112.5,0.5,1,0,0,0,1,1,,,,,,3000,2828.42712474619,2000,3000,4000
IN,muni,0600000US1810364134,,,11,23,2.09090909090909,0.5,505,492.620543623589,0,600,950,0,1,0,0,0,1,0.222222222222222,8,0,8,8,8,2000,0,2000,2000,2000
IN,muni,0600000US1810359346,,,9650,24910,2.58134715025907,0.649805879090405,561.523875539125,866.97778212785,0,75,900,0.196008643701538,0.989533678756477,0.00974093264248705,0.000725388601036269,0,1,0.478864419162927,57.7447800527063,256.084207212619,10,15,24,129260.660418483,1117025.83559383,1500,2500,3500
IN,muni,0600000US1810380810,,,394,1049,2.66243654822335,0.765957446808511,571.752631578947,666.503795079572,0,382,957.5,0.21900826446281,1,0,0,0,1,0.528061224489796,13.4594594594595,4.23876132051746,10,12,15,98788.193236715,980343.426433423,1200,2000,3000
IN,muni,0600000US1810313150,,,282,804,2.85106382978723,0.67680608365019,210.991111111111,473.685229186225,0,0,100,0.287958115183246,1,0,0,0,1,0.638297872340426,9.31372549019608,3.33591435698904,8,9,10,1287.12222222222,1034.79248806616,600,1000,1725
IN,muni,0600000US1810503808,,,17,34,2,0.705882352941177,191.866666666667,526.495945808114,0,0,4,0.625,1,0,0,0,1,0.705882352941177,1204,1089.96788943528,10,2000,2000,833858.166666667,2886585.45477026,300,400,1000
IN,muni,0600000US1810505878,,,7525,19821,2.63401993355482,0.698298240553793,431.601704996035,721.577392892295,0,0,650,0.193311282616685,0.960398671096345,0.0396013289036545,0,0,1,0.409689870890457,35.9372710622711,216.132164705227,10,13,24,87247.0259909032,915084.408067642,1000,2000,3800
IN,muni,0600000US1810559112,,,5165,13688,2.65014520813166,0.71692503716288,563.903007075472,1191.57288644076,0,0,801.5,0.197577156042688,0.999806389157793,0.000193610842207164,0,0,1,0.499806051202483,63.6483300589391,421.296332696075,12,16,30,170851.616608459,1280665.4383045,1750,3000,5000
IN,muni,0600000US1810578542,,,15,70,4.66666666666667,0.181818181818182,168.666666666667,191.222383627022,0,180,208,0,1,0,0,0,1,0,11.3333333333333,0.487950036474267,11,11,12,,,,,
IN,muni,0600000US1810580828,,,11,30,2.72727272727273,0,610,843.055666692809,0,260,970,0,1,0,0,0,1,1,,,,,,2527.27272727273,776.003748819436,2100,2400,2400
IN,muni,0600000US1810564152,,,2,3,1.5,1,240,339.411254969543,120,240,360,0,1,0,0,0,1,1,,,,,,240,0,240,240,240
IN,muni,0600000US1810768436,,,185,476,2.57297297297297,0.591954022988506,322.183823529412,520.102243541002,0,0,480.75,0.2,1,0,0,0,1,0.637837837837838,8.67164179104478,1.82895946325419,6,10,10,170774.288135593,1296144.35586941,862.5,1200,1800
IN,muni,0600000US1810708326,,,349,821,2.35243553008596,0.644012944983819,352.122377622378,569.057400726892,0,0,500,0.268292682926829,1,0,0,0,1,0.641618497109827,12.3229166666667,10.8632599465661,8,9,15,91300.3873873874,946892.737136441,450,750,2000
IN,muni,0600000US1810712790,,,911,2175,2.38748627881449,0.578758949880668,202.196428571429,405.681556549258,0,0,224.25,0.306429548563612,1,0,0,0,1,0.573951434878587,9.53385416666667,6.13076816279032,6,8,11,135878.251923077,1153365.2113824,500,1100,1800
IN,muni,0600000US1810714014,,,753,1793,2.38114209827357,0.51195219123506,214.895622895623,438.268614700775,0,0,233,0.446127946127946,1,0,0,0,1,0.619111709286676,10.4202898550725,15.3740331701112,6,8,10,1108.86956521739,905.024960444812,500,1000,1500
IN,muni,0600000US1810725522,,,680,1691,2.48676470588235,0.408450704225352,245.144194756554,463.233398834221,0,0,371.5,0.236162361623616,1,0,0,0,1,0.695588235294118,9.76328502415459,5.02971797843962,6,9,13,43802.2431289641,649468.943873412,500,1200,2200
IN,muni,0600000US1810746026,,,31,89,2.87096774193548,0.115384615384615,384.777777777778,547.143658472376,0,0,800,0.111111111111111,1,0,0,0,1,0.9,30,0,30,30,30,1131.85185185185,831.019008562736,540,1000,1500
IN,muni,0600000US1810764620,,,256,645,2.51953125,0.929515418502203,239.144329896907,484.816892729054,0,0,292.5,0.22680412371134,0.96875,0.03125,0,0,1,0.496031746031746,11.4576271186441,9.17134525620364,5,9,15,980.96,1830.12489614339,250,400,600
IN,muni,0600000US1810777480,,,10726,27581,2.5714152526571,0.620476139639159,474.006283775292,753.627408905569,0,0,780,0.227822832189644,0.980421405929517,0.0194853626701473,0,9.3231400335633e-05,1,0.490083654478804,55.317531139617,325.084585398888,10,15,25,67910.3663214423,804746.141445695,1200,2000,3800
IN,muni,0600000US1810781818,,,26,94,3.61538461538462,1,318.307692307692,607.203752817699,0,0,312,0.230769230769231,1,0,0,0,1,0,10.6153846153846,1.98145245871655,10,10,10,,,,,
IN,muni,0600000US1810779838,,,232,564,2.43103448275862,0.410138248847926,314.236559139785,659.962061118413,0,0,350,0.154255319148936,1,0,0,0,1,0.512931034482759,56.2389380530973,213.252628284602,5,5,8,85196.4957983193,916591.283741142,450,1000,2000
IN,muni,0600000US1810908344,,,1944,4980,2.56172839506173,0.550064184852375,361.167487684729,618.744819675707,0,0,600,0.447389558232932,1,0,0,0,1,0.580844490216272,130.377942998761,466.46139221912,8,12,20,321346.391843972,1758116.22266305,1000,2000,3000
IN,muni,0600000US1810913168,,,7,22,3.14285714285714,1,64.1666666666667,72.6922737755992,0,47.5,128.75,0.5,1,0,0,0,1,0,6,0,6,6,6,,,,,
IN,muni,0600000US1810937224,,,704,1811,2.57244318181818,0.41400304414003,265.428315412186,485.205227142443,0,0,400,0.272401433691756,1,0,0,0,1,0.561079545454545,20.4309210526316,102.545466843279,5,8,9,1282.25316455696,966.463403005565,800,1100,1500
IN,muni,0600000US1810963144,,,375,1069,2.85066666666667,0.540697674418605,205.295719844358,359.110682827274,0,0,308,0.18007662835249,1,0,0,0,1,0.505405405405405,7.84153005464481,2.56176918990246,6,7,10,108330.352941176,1031247.81810528,1200,1500,1800
IN,muni,0600000US1810980846,,,4925,13214,2.68304568527919,0.661080485115766,308.512425447316,601.787971349157,0,0,500,0.23139880952381,0.999593908629442,0.000406091370558376,0,0,1,0.454619787408013,41.1929088829584,233.491255582082,8,10,16,74376.8237410072,845117.394461778,1000,2000,3000
IN,muni,0600000US1811103970,,,568,1507,2.65316901408451,0.598095238095238,300.173170731707,571.764631556952,0,0,377.25,0.272946859903382,1,0,0,0,1,0.536971830985916,12.8461538461538,5.31329146867234,9,12,16,99994.3081967213,988339.01894401,600,1500,2500
IN,muni,0600000US1811128872,,,526,1506,2.86311787072243,0.807531380753138,210.909333333333,378.151940565294,0,0,300,0.272486772486773,1,0,0,0,1,0.688212927756654,9.59756097560976,4.07704860199233,7,8,13.25,83824.6160220995,907733.807934586,462.5,600,1100
IN,muni,0600000US1811137242,,,3,3,1,0.333333333333333,300,300,150,300,450,1,1,0,0,0,1,0.333333333333333,4.5,3.53553390593274,3.25,4.5,5.75,900,,900,900,900
IN,muni,0600000US1811138106,,,1389,3904,2.81065514758819,0.623244929797192,449.599816849817,707.706298845913,0,0,785,0.394079555966698,1,0,0,0,1,0.645421245421245,19.5333333333333,33.7602831057333,10,15,20,60336.8479001135,751368.234751366,2000,3500,4800
IN,muni,0600000US1811385994,,,484,1215,2.5103305785124,0.479638009049774,342.588075880759,552.179331956601,0,0,624,0.221621621621622,1,0,0,0,1,0.661157024793388,13.8475609756098,4.03602567101822,10,15,16,470730.390625,2116581.39776926,1000,1800,3000
IN,muni,0600000US1811381836,,,4893,12485,2.55160433272021,0.641150442477876,481.263715372081,1863.14767464105,0,0,800,0.222476481057717,1,0,0,0,1,0.559304491823639,216.32955618508,928.120723534305,12,15,23,106336.091043671,1012597.62599996,1800,2500,3500
IN,muni,0600000US1811301036,,,564,1477,2.61879432624114,0.447674418604651,442.536585365854,708.64004185989,0,0,780,0.13768115942029,1,0,0,0,1,0.702127659574468,11.7324840764331,4.75068438471156,8,12,15,27173.6237373737,502424.435496359,856.25,1500,2500
IN,muni,0600000US1811359130,,,2083,5297,2.54296687469995,0.520621317621853,325.531839622641,586.278908266088,0,0,520,0.305194805194805,0.99903984637542,0.000960153624579933,0,0,1,0.582211538461539,26.8329493087558,172.315624607942,10,12,15,92669.6184971098,948947.658992986,900,1500,2500
IN,muni,0600000US1811320764,,,8,20,2.5,0.333333333333333,186.333333333333,432.389484916859,0,0,37.5,0.166666666666667,1,0,0,0,1,0.5,12,0,12,12,12,1800,0,1800,1800,1800
IN,muni,0600000US1811371756,,,397,915,2.30478589420655,0.494535519125683,192.852760736196,427.164623040076,0,0,149,0.357798165137615,1,0,0,0,1,0.655696202531646,8.56617647058824,3.42691353603243,6,8,10,1087.08494208494,1113.29818353847,450,625,1350
IN,muni,0600000US1811562928,,,1524,3736,2.45144356955381,0.562100780695529,285.633111480865,534.478632090814,0,0,357.5,0.293637846655791,0.964566929133858,0.0354330708661417,0,0,1,0.519104084321476,27.0209497206704,218.189744478196,9,10,15,179504.866751269,1321608.50880565,900,1500,2725
IN,muni,0600000US1811980900,,,2267,5694,2.51168945743273,0.396335583413693,283.176700111483,526.558708079294,0,0,480,0.374930362116992,0.99911777679753,0.000882223202470225,0,0,1,0.501114578689256,14.1496415770609,21.3731739546058,8,11,16,28998.2508896797,516050.736856405,1000,2000,3000
IN,muni,0600000US1811940770,,,7,18,2.57142857142857,0.2,244,433.220498129994,0,0,220,0.6,1,0,0,0,1,0.285714285714286,13,0,13,13,13,2500,0,2500,2500,2500
IN,muni,0600000US1811950742,,,3,6,2,1,600,848.528137423857,300,600,900,0,1,0,0,0,1,0,15,0,15,15,15,,,,,
IN,muni,0600000US1811981872,,,666,1740,2.61261261261261,0.564227642276423,231.563474387528,532.306806924931,0,0,80,0.559284116331096,1,0,0,0,1,0.555555555555556,8.42905405405405,4.74806298957801,5,7,10,1267.48648648649,1054.70878657482,500,1000,1600
IN,muni,0600000US1812558356,,,1362,3402,2.49779735682819,0.660728744939271,925.233415233415,771.017252088825,356,800,1279,0.139685476410731,1,0,0,0,1,0.511747430249633,20.7701674277017,69.4125425256881,7,10,12,302333.37159254,1710469.63963675,250,600,1500
IN,muni,0600000US1812580936,,,2809,7590,2.70202919188323,0.639376218323587,284.295074127212,549.498327506701,0,0,360,0.299287410926366,0.998932004271983,0.00106799572801709,0,0,1,0.508273381294964,19.988864142539,119.021271317252,5,9,14,156969.566878981,1238313.14507601,350,1000,2000
IN,muni,0600000US1812706580,,,834,2121,2.5431654676259,0.576633165829146,276.80370942813,527.748571091978,0,0,294,0.349922239502333,1,0,0,0,1,0.612469437652812,177.62987012987,748.060993622704,10,15,20,41451.0898203593,631095.934557517,860,1200,2000
IN,muni,0600000US1812711566,,,7030,18201,2.58904694167852,0.630924630924631,485.580304154303,768.089485086476,0,0,900,0.215733235077377,0.999431009957326,0.000284495021337127,0.000142247510668563,0.000142247510668563,1,0.509885386819484,66.8642196359296,375.173587373454,18,25,30,139103.893509413,1153145.34441037,2500,4000,5000
IN,muni,0600000US1812743362,,,12,27,2.25,0.416666666666667,579.666666666667,866.878132709378,0,0,1062,0.333333333333333,1,0,0,0,1,0.583333333333333,22.8,9.85900603509299,12,30,30,3357.14285714286,243.975018237133,3250,3500,3500
IN,muni,0600000US1812761110,,,88,266,3.02272727272727,0.76,870.947368421053,1402.78412478609,0,0,1200,0.344827586206897,1,0,0,0,1,0.806818181818182,36.6666666666667,20.8452346958198,20,25,65,6859.15492957747,4121.01157709015,3500,5000,10500
IN,muni,0600000US1812782484,,,3472,9506,2.73790322580645,0.542291733163102,572.317303902247,843.805740902181,0,0,1100,0.112233009708738,0.997983870967742,0.00201612903225806,0,0,1,0.605710989327949,38.3977611940299,209.038295431473,14,20,25,307807.893809524,1718805.55024565,1700,3000,4000
IN,muni,0600000US1812905014,,,386,947,2.45336787564767,0.791549295774648,379.459930313589,610.785718004994,0,0,570,0.226480836236934,1,0,0,0,1,0.562176165803109,15.6375,5.50070035563797,10,15,20,737975.405529954,2619212.89799954,275,600,1300
IN,muni,0600000US1812905428,,,5595,14719,2.6307417336908,0.57929558279821,289.324749316317,521.686357086638,0,0,460,0.24415171473995,0.950670241286863,0.0493297587131367,0,0,1,0.41894090005422,14.8561925878999,61.8223432632868,7,9,14,79226.3438308887,877833.222114527,600,1200,2200
IN,muni,0600000US1812931504,,,1361,3424,2.51579720793534,0.62200956937799,284.102209944751,556.524484623898,0,0,354.75,0.326382592928377,1,0,0,0,1,0.559882439382807,21.1346801346801,90.8205356129362,6,8,20,53662.0669291339,723010.077763031,300,600,1500
IN,muni,0600000US1812965052,,,882,2307,2.6156462585034,0.572538860103627,193.935960591133,431.301721731464,0,0,104,0.406919275123559,1,0,0,0,1,0.549375709421112,11.4772727272727,6.57436437791007,7,10,15,331771.79338843,1789505.54453332,500,1100,2000
IN,muni,0600000US1813313870,,,44,111,2.52272727272727,0.170731707317073,365.714285714286,542.945592086709,0,0,790,0.285714285714286,1,0,0,0,1,0.704545454545455,8.66666666666667,1,8,8,10,1605.16129032258,1178.42796687718,700,700,2500
IN,muni,0600000US1813325576,,,212,541,2.55188679245283,0.621052631578947,167.525641025641,324.950843899811,0,0,157.5,0.282352941176471,1,0,0,0,1,0.566037735849057,7.33333333333333,3.19034395851661,5,7,10,899,983.922351243893,350,500,1000
IN,muni,0600000US1813329376,,,4802,12323,2.56622240733028,0.738614928590676,444.275180856984,778.094721564623,0,0,700,0.219638949671772,0.972303206997085,0.0274885464389838,0,0.000208246563931695,1,0.45458413103595,51.0390532544379,318.842525536758,10,15,25,200152.895648105,1387895.87959349,1500,3000,5000
