fid,mode,region,agency,name,year_open,cost_usd,riders,status,notes,web,grade,construct,automated,year_clos,ffga_date,ffga_cost,ffga_shr,reference,limited,country,brt_rating,project,route_km,brt_year,through
"1021",Commuter Rail,Chicago IL USA,South Shore Line,South Shore Monon Corridor,"2026",945,"7200",existing,,http://www.nictdwestlake.com/,at grade,2020-2026,,,2020-10,933,0.38,"Yonah Freemark; OpenStreetMap contributors","0",USA,,West Lake South Shore Extension,12.553282775329,,"0"
"1022",Light Rail,Toronto ON CAN,TTC,Line 5,,,"37000",uc,,http://www.metrolinx.com/en/greaterregion/projects/eglinton-crosstown-west.aspx,"subway; at grade",2021-2031,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Line 5 - Eglinton West,9.03468930550797,,"0"
"1029",Streetcar,Miami FL USA,,Central Broward Transit,,,,proposed,"In New Starts Project Development; could be completed by 2022; 5-mile line",https://www.fdot.gov/projects/centralbrowardtransit/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Central Broward Transit,5.92865846248885,,"0"
"1030",Regional Rail,Orlando FL USA,Brightline/SunRail,Brightline Orlando-Tampa/SunRail OIA Connector,,,,proposed,Shared corridor for Sunrail commuter trains and Brightline intercity trains.,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Brightline Orlando-Tampa/SunRail OIA Connector,7.9622095455269,,"0"
"1032",Light Rail,Ann Arbor MI USA,,Ann Arbor Connector,,,,cancelled,Project disappeared after some discussion.,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Ann Arbor Connector Phase 1,8.75097566090065,,"0"
"1033",Light Rail,Bay Area CA USA,SF Muni,19th Avenue-M,,,,proposed,"Subway would replace existing at-grade light rail line; $2.5-3 b project; would speed up service.",https://www.sfmta.com/projects/muni-subway-expansion-project,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,19th Avenue-M,3.24737253167296,,"0"
"1034",Streetcar,Baton Rouge LA USA,,TramLinkBR,,,,cancelled,Mayor replaced plan with a BRT proposal in 2018.,http://www.tramlinkbr.com,at grade,,,"2018",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,TramLinkBR,4.73293763757991,,"0"
"1035",Light Rail,Miami FL USA,Miami-Dade Transit,SMART North Corridor,,,,proposed,"In planning, part of Miami-Dade SMART plan; no current funding. Could be light rail, heavy rail, bus rapid transit.",http://www.miamidadetpo.org/smartplan-north-corridor.asp,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,SMART North Corridor,14.0292880880495,,"0"
"1036",Bus Rapid Transit,Miami FL USA,Miami-Dade Transit,SMART East-West Corridor,,281,"11000",proposed,,http://www.miamidadetpo.org/smartplan.asp,"highway; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,SMART East-West Corridor,21.5082399629934,,"0"
"1037",Bus Rapid Transit,Miami FL USA,Miami-Dade Transit,South Dade TransitWay,,368,,existing,Conversion of 20 mi. South Busway to BRT.,https://www8.miamidade.gov/global/transportation/smart-plan-south-dade-transit-way-corridor.page,at grade,2021-2025,,,2020-05,299.8,0.33,"Yonah Freemark; OpenStreetMap contributors","0",USA,,South Dade TransitWay Corridor,31.1701253967288,,"0"
"1038",Bus Rapid Transit,Miami FL USA,Miami-Dade Transit,SMART Kendall Corridor,,,,proposed,"In planning, part of Miami-Dade SMART plan; no current funding.",http://www.miamidadetpo.org/smartplan.asp,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,SMART Kendall Corridor,16.931423882925,,"0"
"1039",Regional Rail,Philadelphia PA USA,New Jersey Transit,River Line,,,,proposed,"Proposed by local mayor; has no funding associated with it",,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,River Line extension,1.98257395644143,,"0"
"1041",Commuter Rail,Philadelphia PA USA,SEPTA,West Chester railroad restoration,,,,proposed,"Proposed; not currently funded",http://www.west-chester.com/430/West-Chester-Railroad,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,West Chester railroad restoration,14.8551792116469,,"0"
"1042",Bus Rapid Transit,Triangle NC USA,Go Raleigh,Raleigh Northern BRT,,,,proposed,"In initial planning; needs significant funding",https://raleighnc.gov/projects/wake-brt-northern-corridor,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Raleigh Northern BRT,3.65273335237651,,"0"
"1043",Arterial Rapid Transit,Flagstaff AZ USA,,Mountain Line,,33,,proposed,,https://nelsonnygaard.com/projects/naipta-brt/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Mountain Line BRT,19.1181504416443,,"0"
"1044",Regional Rail,Orlando FL USA,SunRail,SunRail,"2024",44.9,"600",existing,"Denied federal funding, but local funding established.",https://corporate.sunrail.com/stations-trains/northern-expansion-stations/,at grade,2022-2024,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,SunRail Phase 2 (North),18.9574534987928,,"0"
"1045",Bus Rapid Transit,Washington DC USA,,Alexandria West End Transitway,,,,planned,"In federal process; could be completed by 2028.",https://www.alexandriava.gov/WestEndTransitway,at grade,2025-2027,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Alexandria West End Transitway,13.3857211674913,,"0"
"1046",Light Rail,Miami FL USA,,Miami Beach Light Rail,,,,cancelled,Project replaced by the SMART plan.,http://www.miamibeachfl.gov/transportation/scroll.aspx?id=86591,at grade,,,"2019",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Miami Beach Light Rail,6.49010961694302,,"0"
"1047",Streetcar,Milwaukee WI USA,City of Milwaukee,The Hop,,40,,proposed,"90% dedicated lanes; In initial planning; does not yet have funding.",,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Fourth Street Extension,1.83183493671167,,"0"
"1048",Light Rail,St. Louis MO USA,St. Louis Metrolink,Northside-Southside Metrolink,,800,"47000",cancelled,Project cancelled because of inadequate funds,,at grade,,,"2025",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Northside-Southside Metrolink,8.91159872565689,,"0"
"1049",Commuter Rail,Stockton CA USA,ACE,ACE Valley Rail,,,,planned,,https://acerail.com/merced-extension-eir/,at grade,2025-2030,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,ACE Valley Rail Merced Extension,54.156442352533,,"0"
"1050",Bus Rapid Transit,Philadelphia PA USA,SEPTA,Roosevelt Boulevard BRT,,,,proposed,"In early planning; no funding allocated",,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Roosevelt Boulevard BRT Phase 2,13.1324803337802,,"0"
"1051",Light Rail,Quebec QC CAN,CDPQ,TramCité,,,,planned,Replaced a city-managed project that failed to get off the ground,https://www.cdpqinfra.com/en/tramcite,"subway; at grade",,,,,,,Yonah Freemark,"0",CAN,,TramCité,19.3712418734735,,"0"
"1058",Light Metro,Los Angeles CA USA,City of Inglewood,Inglewood Transit Connector,,746,,cancelled,Essentially cancelled by funding choices,https://envisioninglewood.org/transportation-solutions/itc/,elevated,,auto,"2025",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Inglewood Transit Connector,2.97911755336182,,"0"
"1060",Light Rail,Montreal QC CAN,STM,Ligne Rose,,,,proposed,"In planning; funding partly allocated by Quebec government in 2019.",,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Pink Line Western Segment,12.6922717867606,,"0"
"1061",Streetcar,New Orleans LA USA,NORTA,St. Claude and Elysian Fields Streetcar Extensions,,,,proposed,Project lacks urgency and has yet to be funded.,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,St. Claude and Elysian Fields Streetcar Extensions,1.86926807430956,,"0"
"1062",Monorail,Jacksonville FL USA,JTA,Skyway,,,,proposed,,https://u2c.jtafla.com/,elevated,,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Skyway UF Health Extension,2.65851366671353,,"0"
"1063",Monorail,Jacksonville FL USA,JTA,Skyway,,,,proposed,,https://u2c.jtafla.com/,elevated,,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Sports Complex Extension,2.2462560312375,,"0"
"1064",Monorail,Jacksonville FL USA,JTA,Skyway,,,,proposed,,https://u2c.jtafla.com/,elevated,,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Riverside Extension,1.51076952597875,,"0"
"1065",Monorail,Jacksonville FL USA,JTA,Skyway,,,,proposed,,https://u2c.jtafla.com/,elevated,,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Five Points Extension,1.16099499911467,,"0"
"1066",Monorail,Jacksonville FL USA,JTA,Skyway,,,,proposed,,https://u2c.jtafla.com/,elevated,,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Medical Complex Extension,0.613068554234753,,"0"
"1067",Monorail,Jacksonville FL USA,JTA,Skyway,,,,proposed,,https://u2c.jtafla.com/,elevated,,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,District/San Marco Extension,2.49724508349042,,"0"
"1070",Metro,Bay Area CA USA,SF MTC,New Transbay Rail Crossing,,,,proposed,"Currently in preliminary planning; no clear alignment yet selected; may be linked to BART and Caltra",https://mtc.ca.gov/planning/transportation/regional-transportation-studies/core-capacity-transit-study-ccts,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,New Transbay Rail Crossing,12.2060157331569,,"0"
"1071",Light Rail,Bay Area CA USA,SF Muni,Central Subway,,,,proposed,"In initial planning; awaiting funding; no current timeline.",https://www.sfmta.com/projects/central-subway-extension,"subway; at grade",,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Central Subway Extension,1.7362103725843,,"0"
"1072",Arterial Rapid Transit,Chicago IL USA,Pace,Pace Pulse 95th Street Line,,,,proposed,"In planning; 12.4 miles; would have shared ROW.",https://www.pacebus.com/project/pulse-95th-street-line,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Pace Pulse 95th Street Line,20.144275522226,,"0"
"1073",Light Rail,Edmonton AB CAN,ETS,Centre Line,,,,proposed,"In design; river crossing has not yet been determined.",https://www.edmonton.ca/projects_plans/transit/centre-lrt-study,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Centre LRT,6.87972003203524,,"0"
"1074",Light Rail,Ann Arbor MI USA,,Ann Arbor Connector,,,,cancelled,Project disappeared after initial study.,http://www.aaconnector.com/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Ann Arbor Connector Phase 2,3.93526899617475,,"0"
"1078",Bus Rapid Transit,Salt Lake UT USA,UTA,OGX,"2023",99.7,,existing,"$79 m project initially, planned for construction from 2020 to 2022. 3300 daily riders.",https://www.rideuta.com/news/2021/03/Ogden-BRT,at grade,2020-2023,,,2020-05,99.7,0.65,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Ogden/Weber State University BRT,9.01514584022304,,"0"
"1079",Arterial Rapid Transit,Minneapolis MN USA,Metro Transit,B,"2025",60,,existing,Funded by state legislature in 2020.,https://www.metrotransit.org/b-line-project,at grade,2023-2025,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,B Line,18.8288058238571,,"0"
"1080",Bus Rapid Transit,Seattle WA USA,Pierce Transit,Pacific Avenue/SR 7 BRT,,170,"5900",cancelled,"Due to high costs, project was cancelled in 2023",https://www.piercetransit.org/brt/,at grade,,,"2023",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Pacific Avenue/SR 7 BRT,21.8012526665776,,"0"
"1082",Streetcar,Kansas City MO USA,KCATA,Kansas City Streetcar,"2025",263,,existing,,http://kcstreetcar.org/about-streetcar/mainstreet-extension/,at grade,2021-2025,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Main Street Extension to UMO-KC,5.51552964319088,,"0"
"1083",Streetcar,Kansas City MO USA,KCATA,Kansas City Streetcar,,22.2,,uc,,http://kcstreetcar.org/about-streetcar/streetcar-riverfront-extension/,at grade,2023-2026,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Riverfront Extension,1.25212431580561,,"0"
"1084",Streetcar,Tampa FL USA,Teco Line,Teco Line,,132,,proposed,"In federal planning process; construction could occur 2023-2025.",https://www.tampa.gov/tss-transportation/projects/SpecialProjects/Streetcar,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Tampa Streetcar Extension,4.3733229063873,,"0"
"1087",Light Rail,Atlanta GA USA,City of Atlanta,BeltLine Southwest,,,,proposed,"3.5 miles; In planning; full funding not yet established; completion date unknown; planning expected by 2025.",http://beltline.org,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BeltLine Southwest,5.05518238893628,,"0"
"1088",Metro,Toronto ON CAN,TTC,Line 2,,,"105000",uc,3 stations.,http://www.metrolinx.com/en/greaterregion/projects/scarborough-subway-extension.aspx,subway,2021-2030,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Scarborough Subway Extension,7.63537300843016,,"0"
"1089",Light Rail,Guatemala GTM,,Metro Riel,,,"250000",proposed,In planning,https://www.guatemala.com/noticias/tecnologia/detalles-primer-metro-riel-ciudad-guatemala.html,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",GTM,,Metro Riel,20.2148478222007,,"0"
"1090",Streetcar,Washington DC USA,DC DOT,Anacostia Initial Line,,,,cancelled,"Tracks completed from Suitland Parkway to maintenance yard, but project essentially stopped; killed by failure of rest of streetcar.",,at grade,,,"2025",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Anacostia Initial Line,2.30334594594024,,"0"
"1091",Light Rail,Norfolk VA USA,Hampton Roads Transit,The Tide,,,,proposed,"Proposed; currently unfunded; exact route to be determined in 2021.",https://www.navalstationnorfolktransit.com/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Tide Extension to Naval Station Norfolk,16.1931650736787,,"0"
"1092",Bus Rapid Transit,London ON CAN,London Transit,North BRT,,,,proposed,"Future project; not currently funded",http://www.londontransit.ca/initiatives/brt-summary-information/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,North BRT,7.06315948780047,,"0"
"1093",Bus Rapid Transit,London ON CAN,London Transit,West BRT,,,,proposed,"Future project; not currently funded",http://www.londontransit.ca/initiatives/brt-summary-information/,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,West BRT,4.1595622344876,,"0"
"1094",Metro,Vancouver BC CAN,Translink,SkyTrain Millennium Line,,,,proposed,Future project—extension of Broadway Line,https://skytrain.ubc.ca/,subway,,auto,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Broadway Subway - Skytrain to UBC,6.4404013721382,,"0"
"1095",Light Rail,Atlanta GA USA,City of Atlanta,BeltLine Northwest,,,,proposed,"In initial planning; has yet to acquire sufficient funding.",https://www.itsmarta.com/atlanta-beltline.aspx,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,BeltLine Northwest,7.37252417037115,,"0"
"1098",Light Rail,Guadalajara MEX,SITEUR,Linea 4,"2025",,"104000",existing,Funded through federal government grant.,https://linea4.jalisco.gob.mx/,at grade,2021-2025,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",MEX,,Linea 4,20.306789930824,,"0"
"1099",Regional Rail,Bay Area CA USA,SMART,SMART Train,,,,planned,"In planning; not yet funded",http://main.sonomamarintrain.org,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,SMART Train Phase 2 Windsor–Healdsburg,8.61136492234221,,"0"
"1100",Aerial Tram,Vancouver BC CAN,,Burnaby Mountain Gondola,,197,"25000",proposed,"In initial planning; currently not funded.",https://www.translink.ca/plans-and-projects/projects/rapid-transit-projects/burnaby-mountain-gondola,elevated,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Burnaby Mountain Gondola,2.77563752504878,,"0"
"1101",Metro,Montreal QC CAN,STM,Ligne Rose,,,,cancelled,Replaced with REM de l'Est Project,,subway,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",CAN,,Pink Line Eastern Segment,15.6252116447197,,"0"
"1102",Streetcar,Minneapolis MN USA,Metro Transit,Riverview Corridor,,2066,"20400",cancelled,"Cancelled due to disagreement about mode choice, location.",https://www.ramseycounty.us/residents/roads-transportation/transit-corridors-studies/riverview-corridor,"subway; at grade",,,"2024",,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Riverview Corridor,10.8426566083461,,"0"
"1105",Bus Rapid Transit,New York NY USA,MTA,North Shore BRT,,,,proposed,Mostly in dedicated busway. Could be completed in 2027. Funding currently unavailable.,https://new.mta.info/system_modernization/northshorebrt,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,North Shore BRT,13.2904469179339,,"0"
"1106",Bus Rapid Transit,Charleston SC USA,,Low Country Rapid Transit,,625,"5800",planned,,https://lowcountryrapidtransit.com/,at grade,2027-2029,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Low Country Rapid Transit,33.980945183693,,"0"
"1107",Light Rail,Houston TX USA,Houston Metro,Purple Line,,,,proposed,Partly funded as part of MetroNext plan passed in 2019.,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Purple Line Extension to Hobby Airport,8.47879530420823,,"0"
"1108",Light Rail,Houston TX USA,Houston Metro,Green Line,,,,proposed,Partly funded as part of MetroNext plan passed in 2019.,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Green Line Extension to Hobby Airport,8.39289271025743,,"0"
"1109",Light Rail,Houston TX USA,Houston Metro,Red Line,,,,proposed,Partly funded as part of MetroNext plan passed in 2019.,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Red Line Extension to N. Shepherd,7.43601607586153,,"0"
"1111",Bus Rapid Transit,Houston TX USA,Houston Metro,Gulfton Corridor,,220,,planned,,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Uptown BRT Extension to Gulfton,6.4600111078519,,"0"
"1112",Bus Rapid Transit,Houston TX USA,Houston Metro,Beltway Corridor,,,,proposed,Partly funded as part of MetroNext plan passed in 2019.,,at grade,,,,,,,"Yonah Freemark; OpenStreetMap contributors","0",USA,,Beltway Corridor BRT,29.6360066689998,,"0"
